,Comments,Comment ID
141,How to avail the emi offer of 7000/- on the vivobook pro 16???,282448_1
142,How's the vivobook pro 16??,905829_1
143,Please make the best laptop deals for every user type.,216698_1
144,How to avail the 7250/-  bank discount on emi in the asus vivobook pro  16 ??,45338_1
145,"Bro iPhone 12 128gb 100%🔋 7 months in warrenty price :- 39k 
Is it worth it or not mobile is in neat condition",642403_1
146,Awesome work 👍,840840_1
147,Samsung buds 2 for 6.5 k without card offer,559373_1
148,Is s21 FE a good choice??!,268913_1
149,"Acer Nitro 27inch monitor is available just for 13.5k, great for gaming with 165Hz Display. usual price is upwards to 16k",856626_1
150,Airpods 3 are available for the mentioned price not airpods pro.,124561_1
151,Perfect video!,350019_1
152,If the asus vivobook pro had good battery life I would've purchased it instantly,204208_1
153,Crisp & sweet! 👌,882710_1
154,Please make a video on best anc headphones,403161_1
155,I got Galaxy buds 2 Pro available at 8600 usually available around 17-19k,787836_1
156,Does anybody know the name of that historic price graph extension?,942727_1
157,whats the history price extension that you are using ??,268839_1
158,Beebom is one of the best channels in yhe universe. Hence i calll myself a tru beebomer,897980_1
159,Stop recommending S20 FE in 2023. It is a 2 year old devices and the update cycle is almost near the end. S21 FE is better.,213950_1
160,"📍Night camera bekar hai s21 fe
*Human subjet zoom krne k bd accga clearity nhi rhta__day aur night me
*Agr Moving human subject_to shaky pic aata
*Heat
*Battery drain fast normal usage
*long term chlega hi nhi _battery se preshn hoke_dusra mobile lena prega
*samsung lag hota_ long term me_ history dekh lo
*water proff ka quality dekh lo gupta ji information channel per
*wireless charger _normal user ko koi frk nhi prta ye rhe ya nhi rhe
*one plus 11 r thk rhega ya vivo v27 sb _jisme sony ka sensor lga ho camera m
*yhi sb youtubers ka video dekh ke liya tha_s21fe _aaj pchta raha hu__in logo per vishwash nhi karna
*Honest review leker bs pachtaoge
_hm time nikar kr ye comment likh rhe_jisse tumhara paisa save ho",880825_1
161,no comments on headphones 😭😭😭,215327_1
162,Moto edge 30 ultra almost 10k slash now available for 44999,914261_1
163,"Asus zenbook duo 14 Pro ka review kre ki wo kya high gaming, high music task which is only done in, M1 Chip kya wo bhi yaha work krega aur high kaam hoskta hai ya nhi please bataye",314037_1
164,Nothing ear 2 deal?,505384_1
165,Hp laptops sbi card offers are upto 6k and hp pavilion x360 it was in discount and item was for  40k in Amazon,392440_1
166,Asus k15 16gb vs Asus 16x 16gb (5600h one),849316_1
167,You missed iphone 14,727921_1
168,"Can somebody pls tell me how to get the S21 FE for exactly 30k, which offers/coupons should I apply",689833_1
169,Quality of content of Beebom videos is getting amazing day by day. Kudos to all Beebom team!,261639_1
