,Comments,Comment ID
300,in the group thatll prefer the pixel  instead for k more the pricing really doesnt make sense when pixel  which is clearly a better phone overall costs only k more,247166_1
301,sony xperia launch,806475_1
302,pixel  purchase kr le is price me,683305_1
303,"its kind of mehh considering the price and the huge bezels looks really matter a lot 
nothings camera experience was better than last years a pixel experience is what makes it unique and nothing else that proportionately",948033_1
304,to  best price,965469_1
305,will it not heat up while video recording like pixel a if it doesnt i will not buy it,308231_1
306,"i am in group  who waits for price of aa to drop and while waiting the new a series is on the horizon and we thinks to ourselves to wait even more and end up never updating to pixel series 
i have bypassed a a a and will bypass a also to stick with my lg gx",447681_1
307,waiting for big billion days,237682_1
308,i am in group  even tho i am watching this video on an k phone,126049_1
309,group  now and in group  at big billion days,372572_1
310,how did you get that metro shot,297441_1
311,s fe still a better choice,324003_1
312,saabji ham group  me jo hai so hai ham to le hi nahi sakte phir bhi video dekhlete hai,363522_1
313,let us know when the price drops to under k,721309_1
314,w wireless charging,768370_1
315,phone looks bad feels like a k phone look at the bezels,931484_1
316,wireless charging w,557515_1
317,bro those bezels are too thick they look worse than xr and iphone,640241_1
318,beebom is like sprite  sidhe baat no bakwas i m in group  till bbd,3122_1
319,does wireless charging affects the battery life of a phone in long term if we charge the phone overnight daily,419430_1
320,the wireless charging is like w and not w,284254_1
321,group  after  months,814516_1
322,overpriced,154508_1
323,i am from group     lets buy this in  after releasing pixel a so that i can get it around k,902721_1
324,if the bezels were thinner you cannot tell me this isnt among the best phones for normal human beings,838508_1
325,memory is just gb no other options available it seems thats disappointing,557458_1
326,this phone or iphone  during sale,509853_1
327,i m in a group  in which i wait to price drop of a on offers like a n like to buy under k,223328_1
328,im in group  as every necessary feature is provided in a plus with a sweet refresh rate  hz,236746_1
329,im in group  which who waits for diwali festival season sale and then purchase it,34528_1
330,"i have been waiting to get my hands on my st pixel device
pixel a looks dope i will def wait till bbd 
price will come down and hover within range kk",180583_1
331,pixel  kudos,472820_1
332,apart from w charging its a good package,99431_1
333,will be waiting for competitor devices to launch and see where it goes i think this year will be interesting for mobile devices,924252_1
334,i am in group  but waiting for bbd sale to get better exchange discounts,164504_1
335,g,762778_1
336,"i have faced a lot of  connectivity issue with my pixel no proper g even not g
and im expecting same with pixel a with a poor connection",695032_1
337,"still it has more bezzel
nothing phone  will kill  both pixel a and samsung s fe",66919_1
338,i have nothing phone gb   months old and am getting valve of k in exchange does it make sence for me to get pixel,557180_1
339,pixel  is available at same price,957541_1
340,group,488549_1
341,watts charging   even samsung upgraded s series to  watts,822734_1
342,i dont know why tech youtubers are ignoring the network and wifi issues in pixel phones in pixel  series it was due to a bad modem but in  series they changed the modem and the issue was still there google needs to fix this issue asap because the basic fuctionality of a mobile is to make and receive calls instead of boasting about the camera and ai may be these tech youtubers has to give a review about connectivity performance from the phones,184475_1
343,group   bbd,797655_1
344,group   waiting for a few months to reduce prices like a,551711_1
345,k for pixel  is wayy better deal than this,569418_1
346,im in group one untill the price of the phone goes under k,215915_1
347,i am in group  who will wait for  months and then buy if when the price falls below k or just get the poco f considering i am still using my poco f i seriously need a major upgrade and that poco f is looking great only confused about gcam support since i have been addicted to gcam ever since i was able to install it in this poco f anyways my choices are either a or poco f,201595_1
348,google fixed everything except price,886555_1
349,"days ago i sell my a 
 thousand taka
which i bought  thousand taka

now planning to buy a very very upgrade",904195_1
350,paise ho toh group   paise na ho toh group,266348_1
351,if the phone hand gen  instead of that crappy exynos,548738_1
352,"pixel a has serious call
drop issue",994590_1
353,didnt mention the fact that price reduce to k during october,999219_1
354,i am in group  waiting for the price to go down,915053_1
355,i will buy pixel  over pixel a,994768_1
356,i will purchase it this year if its price go down,403495_1
357,"pixel a really impressed me as an all rounder phone with decent performance beast cameras for k features like ip witeless charging etc display is good with hz but not the best with that thick bezzels and battery is decent but at k its not a buy pixel  at k in sales makes more sense wait for bbd and a would be available for k easily 
but yes its a good upgrade over a",333599_1
358,when you realise that oneplus r g is a much better package then this one,818289_1
359,everything google brings is mindblowing,603221_1
360,this is not a amoled display  paying k for a lcd screen is big no no in,158482_1
361,"price of pixel  in india currently is k theres no reason to buy a a at mrp launch price if you can spend k then you can surely spend k 

wait for a sale for minimum k off and then we start talking",690780_1
362,except the design the rest of the phone is amazing in almost all aspects,804326_1
363,going to buy this one on sale,353230_1
364,group,447910_1
365,i purchased pixel  on hype because of yes google google but even it had bugs i had chance to buy s fe with way lower price but i still thought because its google it would be better i was wrong so before you go ahead and blindly buy a i would recommend you to think and check if there are better option per your need,859923_1
366,is it waterproof i always dump my phone into,899564_1
367,i cant ignore those thick black bezels,706895_1
368,gorilla glass  seriously,12472_1
369,pixel  a series get heavily discounted after a couple of months buying it at k or k is absolute waste of money next  months the phone will be available around k thats when you could pick it up,628615_1
370,overpriced,294193_1
371,with poor service network,480750_1
372,over priced,149988_1
373,,793376_1
374,group but i will surely wait for price to drop a bit in sales and then purchase,705028_1
375,i belongs to the group who wait for big billion day sales,146197_1
376,ill be in group  next year,22962_1
377,still waiting for the service centre of google so that i can buy this flagship,80303_1
378,what about the camera lens shattering issue,541497_1
379,pixel  is k pixel a is k,807442_1
380,buy pixel  in deals for the same price,329307_1
381,i would still go for pixel,500066_1
382,group   wait for the price to drop,33218_1
383,i m in group,764292_1
384,i just bought it it prices to  after all discounts charges  in  mins with google w charger wireless charging is definitely on slower side camera sensors are good but it wont feel like pixel  a good bargain for k i would say definitely a premium upgrade over pixel a but if you have budget for k go for pixel  instead of a,14185_1
385,price should have been less than k,117578_1
386,group   wont care about it,255254_1
387,eh kanya,182445_1
388,group  samsung is way better,492014_1
389,my question  is why should  i go for a when  is available at the same price after discount  is a better than   if not then a launch does not make sense,789265_1
390,i really wish that google brings gb variant too i think pixel devices for the price are solid and great devices,346595_1
391,the bezels are just too much,140741_1
392,group  i will buy pixel  in bbd,500611_1
393,i think they should give larger display atleast,958221_1
394,i am in group  for pixel a,910392_1
395,group,717959_1
396,group,315525_1
397,i would take the pixel software any day over raw performance  blotware so i am in group,101281_1
398,group,477382_1
399,it would be helpful if you compare with  as no one is going for a now,439337_1
400,"pixel a     
display                
battery charger  
performance      
multimedia         
price                    
camera               
software             
features",851964_1
401,i am seeing a good upgrade over my oppo oneplus r  this is very good upgrade but still i am looking for nothing phone  also,736490_1
402,s fe g,274677_1
403,galaxy s fe for k much worth than this,588214_1
404,i am still in group  sir overpriced the deal breakers for me would be the lack of a gb storage where can i store my k footage version and fast charging w charging in  is atrocious to say the least this is where our chinese friends are differentiating themselves from their rich cousins from the west but i am still hopeful as google might bring my dream pixel at an affordable price bracket in  years timeframe fingers crossed,38057_1
405,group  can wait for the price drop,563238_1
406,overpriced,225542_1
407,chatgpt will overtake google before google overtakes w charging speed,909706_1
