,Comments,Comment ID
258,poco f gb ram amp gb rom available at is a great deal it seems also comes with a years warranty,612797_1
259,heating issue otherwise it s good,437406_1
260,very poor camera quality,614452_1
261,i like how this channel creates comparatively short videos with accurate content,42590_1
262,superb video but we do look forward products below k,764666_1
263,no fillers no bakwas direct to the point hats off beebom,583159_1
264,the s fe bank discount of hdfc is for normal purchase or emi on samsung website i dont understand,490447_1
265,ya but s fe is kind of really old right the chip support from qualcomm could be another area where clarity is required,267886_1
266,i bought galaxy s fe in february this year and it still works fine and competes with the latest launches br and the best part is that i got an android update yesterday,179673_1
267,you re doing a great job,689870_1
268,wonderful work,60314_1
269,is one plus buds pro r available at k a good deal,620028_1
270,much awaited,450725_1
271,galaxy watch lte effective price will be rs not as u hav mentioned,554319_1
272,oneplus bullets wireless z current price is usuall it goes around it is good neckband,300881_1
273,nooppo enco buds,414249_1
274,make more such videos please,280780_1
275,acer nitro inch monitor is available just for k great for gaming with hz display usual price is upwards to k,643865_1
276,which extension was it you used to track the price,364304_1
277,that s amazing,938834_1
278,realme gt neo t will be back in sale or not,241813_1
279,pixel pro is at a much better discount deal at the moment br br pixel was already available at is this offer this time is not any better br br pixel a is available at around k after all discounts,502527_1
280,eva girl s,895332_1
281,the problem with the pixels are the terrible service availability even the service rates are extremely high,817518_1
282,is there any best phone under k or maximum k with great camera br br performance little bit better than average br need less heating as i live in area with high temperature br br what s best br pixel br vivo x,390708_1
283,how additional discount of makes a k watch beebom needs to practice math,191530_1
284,awesome work,693223_1
285,hey what s the price graph extension,458895_1
286,always on point and great video appreciated buyed galaxy watch lte version at k,100837_1
287,deepak bisht hahah just waise hi pucha tha,174043_1
288,nisar ahmed kuch nai milta kaash mil jata toh side business ban jata br are bhai dil pr mat lena br bus rok nai paate khudko jab aaise cheje dekh jaate h br have a great bruh,993517_1
289,deepak bisht ho jata hai bhai jaldbaaji me english correct karke waise milta kya hai,9072_1
290,profound its pretty good but i didn t liked the battery backup,885718_1
291,bought not buyed,728182_1
292,please do share your experience,458704_1
293,very helpful video thumps up br please make this type of video in the future too it helps to buy products wisely,450245_1
294,realme gt for k getting snapdragon br also realme gt pro for k for gen and k display,191526_1
296,i was about to comment the same bhai,729186_1
297,nice observation yes a small mistake with calculation,174034_1
298,samsung galaxy buds pro is generally around k to k but right now you can get it under k some people get it under k also,703370_1
299,got it for its available even now for k with k discount,978356_1
300,saksham bindal bro check,326500_1
301,ayyan i have amazon pay icici card on it showing discount of only,568720_1
302,saksham bindal now it s showing me for full payment and for emi check again,998381_1
303,ayyan oo i ws checking the deal then too maybe i missed it,720305_1
304,ayyan ok i am only getting discount,673471_1
305,amazon offered extra coupons for prime members and it s not available right now,823116_1
306,saksham bindal no normla icici card,784589_1
307,ayyan which card did you use amazon pay icici,78538_1
308,bought in amazon early deals before sale at instant discount with icici card and no cost emi discount,84300_1
309,ayyan how,206032_1
310,ayyan how,991035_1
311,ayyan bro what really when buds pro,44107_1
312,i got for k in amazon,666598_1
313,one should go for pixel a at k instead of samsung s fe,500938_1
314,you guys know the pulse don t you awesome quick video,762535_1
315,quality content,932264_1
316,ipad gen is only at its a really gr deal if you want to buy budget ipad,194060_1
317,but it s k in amazon,741044_1
318,hp omen ryzen h rtx ti at l is a really good deal on amazon,296599_1
319,need to check wattage limit on that gpu then buy,634437_1
320,that s the cheapest laptop,336781_1
321,i bought motorola edge pro at k a month ago still couldn t find a better deal at that price range in these sales hands down,105746_1
322,vibrio cholera thank you,896418_1
323,eva girl go for oneplus vivo x is not that great vivo x pro is the best br i personally don t prefer pixel phones owing to the lack of service centres in india br if you can take the risk pixel would be the best choice,562417_1
324,is there any best phone under k or maximum k with great camera br br performance little bit better than average br need less heating as i live in area with high temperature br br what s best br pixel br vivo x,597542_1
325,hey should i go for the pixel pro at k,788017_1
326,what is the chrome extension you guys use for keep track of prices,318318_1
327,price history,174221_1
328,ximnani thanks,656143_1
329,eva girl pixel or iphone,410487_1
330,is there any best phone under k or maximum k with great camera br br performance little bit better than average br need less heating as i live in area with high temperature br br what s best br pixel br vivo x,62563_1
331,keepa,331028_1
332,buy hatke,317990_1
333,please make best smartphone under k no one touches segment between k k br br because for some video recording and clicking pics are important and performance equally so the only segment left is k br if you can make video on that for best camera smartphone,304421_1
334,hey i got samung galaxy buds pro for it was going for then i had icici card discount prime its the best deal and it got delivered just hour ago,865953_1
335,when you say trust me i be like i dont trust someone who doesnt look me in the eye,472875_1
336,perfect video,987694_1
337,there is around k off with sbi credit card on samsung galaxy book please cover it if possible,388863_1
338,redmi k i normal prize k br br current price k,56233_1
339,really need to buy that realme gt neo t but have to wait for some months due tm some financial situation i hope september ki bbd me aur discount me available ho jaye then might be,148601_1
340,realme gt at k with exchange bonus amp card discount actually only k more than the realme gt neo t at k for the same variant,922447_1
341,rahul sadhu when i can buy new for k think amp talk,457057_1
342,rahul sadhu what s your experience bro,890443_1
343,buy from me months old at k,413795_1
344,rithu gokul k no bro i have used the device and played games for more time my friend bought that device and i also felt the same but after my long usage i changed my opinion that it far far better than other sd now i think my comment makes some sense,706991_1
345,steven sj i would take your opinion if you ve actually used the device since neither of us did i m going with the general internet conscience that is less optimised and this specific case gt neo t is a better buy than gt with little to no lose in perfomance department,237004_1
346,rithu gokul k just check the reviews of that phone due to its cooling system that s not heating as other processor phones and it s not even throttling in cpu throttle test see the reviews and talk bro,92219_1
347,rithu gokul k its good lol,832837_1
348,comes with an inefficient chipset which everybody basically gave up on,977716_1
349,please make the best laptop deals for every user type,832546_1
350,the plugin which beebom used to check price buyhatke price tracker,759283_1
351,already ordered s fe yesterday excited to see it purchased it at k,972875_1
352,those complaining about battery check out the capacity and then speak br noone will have any issues with battery,161993_1
353,vnr ravali kadha thanks,25290_1
354,did the order in transit i book day before yesterday delivery was yesterday till today the item was not picked up by the courier service,295280_1
355,is there any best phone under k or maximum k with great camera br br performance little bit better than average br need less heating as i live in area with high temperature br br what s best br pixel br vivo x,306048_1
356,tharun muddapu thanks i m using it right now such a great display,667247_1
357,good purchase,47686_1
358,battery life is bad,407651_1
359,you ll love it dw i ve been using it since the bbd sale battery can be an issue with hz on a heavy day otherwise it s all good,655807_1
360,battery life is very poor brother br camera is very good br there are frame drops here and there,510625_1
361,but isn t gt pro a better phone,760288_1
362,asus vivobook pro that was a crazy deal,628862_1
