,Comments,Comment ID
292,end with must be an option with cost,60579_1
293,they have unlimited storage in google photos i guess m,42792_2
294,the tech realist oh really my phone is already filled up,827420_1
295,abhi dahiya they have higher storage options in the usa at least all the way up to gb,236572_1
296,the tech realist excuse of fanboys,131354_1
297,yeah that stops me from buying a pixel phone,463434_1
298,the tech realist why better camera get a dslr why better display get an actual display why better speakers get an actual sound system and connect using bt or jack your stupid statement aside the better camera sensors you have the better apps and games become your requirement gets raised you can t decently run a device now was once the standard become the next has done is job in last couple of years now it s time for,744998_1
299,just get an external storage device br br you don t need that much storage on the device anyway,763525_1
300,pravin murthyapple also do this,126411_1
301,pravin murthy uh i mean isn t pixel also a flagship does it have a higher storage varient ig its similarly priced around k so,675989_1
302,rithu gokul ktheir flagship pro at k still gets only gb,735032_1
303,you gotta give something for your flagships,989279_1
304,definitely someone between gr and it s a solid package but would have been better if it was at around k but again that k extra is for google s brand value and product supply i understand,213960_1
305,dipgh bro really added oneplus phone in top camera picks,799469_1
306,shivansh arora no everyone has hdfc credit card so that s not universal,202122_1
307,eva girl if the camera is your first priority you can choose between br oneplus br pixel br vivo x br br but only pixel can give you the best overall android experience and also most reliable image processing and editing tools,158924_1
308,shiv k you will get a phone with more than years of good usage br if the camera is your first priority br oneplus br pixel br vivo x br br if best android experience is the first priority br pixel,340891_1
309,whats best smartphone for best camera under k br br need for office it professional work and personal camera for clicking birds wildlife and recording videos sometimes,526076_1
310,it is k with bank discount tho,159179_1
311,what s best smartphone under k k for camera for year stable use,132279_1
312,i am in r group br was waiting for pixel a but after watching its launch specifications made my mind to go for r,725416_1
313,eva girl buy an iphone,965680_1
314,its not always about the specs i have an r myself and the images are mid software is trash wouldve rather bought the a,939059_1
315,big mistake bro,416334_1
316,saiyan plays i am a r user and there has been no problem of lines in screen using since a month,932690_1
317,eva girls,609357_1
318,sudarshan so does the camera,327958_1
319,ui sucks in one plus,569889_1
320,eva girl get s or s plus i would strongly suggest s if you are ok with the display size,355117_1
321,whats best smartphone for best camera under k br br need for office it professional work and personal camera for clicking birds wildlife and recording videos sometimes,444294_1
322,shiv get an ipad,80719_1
323,lol i am pretty sure that you bought the r before the launch of a because the r doesn t stand a chance infront of the a unless you are a mobile quot gamer quot,562461_1
324,years ago i need bi more screen size for office documents for better view during office video meeting br br inch is too small for me br br anything around inches or larger br can i get gb storage as my gb gets filled within year i need to use for years,247153_1
325,shiv you can get discounted s iphone under k it ll be great deal br iphone and pixel are also good options if your budget is limited,948154_1
326,what s best smartphone under k k for camera for year stable use br need inches screen size or larger br need gb storage,641305_1
327,abhivansh baweja cameras too are better updates too are faster br lastly security too is better due to the titan m chip,167343_1
328,i reckon the pixel is better just for the software alone,253439_1
329,saiyan playstrue,605133_1
330,bro agar bicch se pink line aa jayega tab regret matt karna,799268_1
331,a launched for k in july and is now available around k br better to wait months for the same thing to happen with this,393350_1
332,paresh koli not to mention exchange offers,332391_1
333,usi mahine me to maja aata hai mobile user karne me phir to purana ho jata hai,636198_1
334,eva girl pixel,473188_1
335,whats best smartphone for best camera under k br br need for office it professional work and personal camera for clicking birds wildlife and recording videos sometimes,463129_1
336,shiv buy s iphone in bbd,751066_1
337,what s best smartphone under k k for camera for year stable use,926710_1
338,parth gandha ok bro thanks alot,322256_1
339,vivek sharma wait a few months and buy a,857567_1
340,please suggest me a is worth to buy,818681_1
341,around october big billion sale we can expect price drop,695757_1
342,pixel a s price dropped to k within months of launch that would be a killer price for this device,519844_1
343,same here,599647_1
344,i m definitely in the group to because of the features i was waiting for be in google was not having such like fast refresh rate and the better cameras and the tensor g i think it s a great deal br and i also attended google io it s making me excited for the google pad too,908971_1
345,feel like owning it for the camera so im in group would love a detailed video photo test review,411025_1
346,the gb pixel is available under k isn t that a better value br personally i think a with this storage option is overpriced it would have been a lot better if offered with gb since pixel gb is almost k many buyers would have considered a with gb at k also there are options like s fe with gb at almost k,267158_1
347,i am also looking for upgrade after using mi note pro for years br got good job offer br br what s best smartphones for working professional girl in engineering br i have never used iphone but i have ipad br br budget k br need good camera br br what s best smartphones for engineering professional,126832_1
348,saif nirob with time pixel will also sell for less the difference will be lt k always,602567_1
349,wait for a discounted price it will happen real soon,928710_1
350,eva girl iphone ya,411375_1
351,shiv iphone lelo varna motorola edge ultra,260248_1
352,whats best smartphone for best camera under k br br need for office it professional work and personal camera for clicking birds wildlife and recording videos sometimes,911143_1
353,what s best smartphone under k k for camera for year stable use,436666_1
354,ultra legend i said you will get user experience better than these premium flagship but we all know if you want to get the same thing you have to spend double and tht is for the brand value like apple samsung and pixel,820195_1
355,nizar nadirsha who told you that it doesnt feel premium,214806_1
356,akansha i have seen many reviews regarding it moto edge ultra is actually better but it s not fancy as other phones br br you won t get the premium feel but eil definitely get better user experienc,661922_1
357,ultra legend edge ultra better than pixel or s plus or vivo x etc under k budget,751125_1
358,akash hegde it s yr,178868_1
359,don corleone well said,505567_1
360,years agohopefully below k,244308_1
361,don corleone i m using the s fe on hz and the battery barely lasts till evening can t even think of using it on hz,842453_1
362,pixel a will go on sale too chillax,13534_1
363,akansha moto s high end phones are never a vfm x is mostly just cameras you can prob get p p for k with some discounts that s the best option in this price range pixel is available for around k on good days go for samsung only if you really like samsung software and it has good cameras and other niche features iphone is just a different category altogether if you wanna go for an iphone then there s no good comparing it with android,203073_1
364,akansha edge ultra feels like butter and great vfm at k with offers,742474_1
365,brought pixel at k yes you are right,173674_1
366,akash hegde year old br launched last year january feb br br btw those who say battery life of the s fe is not good after updates and adaptive battery it has become a lot better as it lasts an entire day despite long calls amp many hours of streaming definitely not a phone for gaming but i d say phone gaming is pointless so anyway its a good phone but for the price and the deal its a great phone,649955_1
367,aviral srivastava s is overpriced at k it was selling for lesser price in last year s big sale also has heating issues and average battery life,48132_1
368,jsings battery life ruins experience of s fe my brother had bought it last year and after an year switched to a mid ranger with much better battery life,977748_1
369,akash hegde it gets years of updates so it will get more major software updates thats same as s flip and fold,33969_1
370,pravin murthy they launched it recently,860130_1
371,s fe is the iphone of android unbelievable value for money it s best samsung budget flagship and you can get it for like to k only con battery life is poor,918154_1
372,akash hegdei dont think any pixel in india has more than gb,532483_1
373,but s fe is almost year old now,510880_1
